	c0	c11743	c52133	c52969	c78898	c81530	c140167	c158609	c159976	c186727
t3_15	1	1	1	0	0	0	0	1	0	0
t3_16	1	0	0	0	0	0	0	0	0	0
t3_17	1	1	0	0	0	0	0	0	0	0
t3_18	1	1	0	0	0	0	0	0	0	0
t3_19	1	0	0	0	0	0	0	0	0	0
t3_20	1	1	1	0	0	0	0	0	1	0
t3_21	1	1	1	0	0	0	0	0	1	0
t3_22	1	1	1	0	0	0	0	0	1	0
t3_23	1	1	0	1	0	1	0	0	0	0
t3_24	1	1	1	0	0	0	0	0	1	0
t3_25	1	0	0	0	1	0	0	0	0	0
t3_26	1	1	1	0	0	0	0	1	0	0
t3_27	1	0	0	0	1	0	0	0	0	0
t3_28	1	1	0	1	0	1	0	0	0	0
t3_29	1	0	0	0	1	0	1	0	0	0
t3_30	1	0	0	0	1	0	1	0	0	0
t3_31	1	1	0	1	0	1	0	0	0	0
t3_32	1	1	1	0	0	0	0	1	0	0
t3_33	1	1	1	0	0	0	0	0	1	0
t3_34	1	1	0	0	0	0	0	0	0	0
t3_35	1	1	0	1	0	1	0	0	0	0
t3_36	1	0	0	0	1	0	0	0	0	0
t3_37	1	0	0	0	1	0	0	0	0	0
t3_38	1	1	0	1	0	1	0	0	0	0
t3_39	1	1	0	0	0	0	0	0	0	0
t3_40	1	0	0	0	1	0	1	0	0	0
t3_41	1	1	0	1	0	1	0	0	0	0
t3_42	1	1	1	0	0	0	0	0	0	0
t3_43	1	0	0	0	1	0	1	0	0	0
t3_44	1	1	0	1	0	1	0	0	0	0
t3_45	1	1	0	1	0	1	0	0	0	0
t3_46	1	1	1	0	0	0	0	0	0	0
t3_47	1	1	0	1	0	0	0	0	0	0
t3_48	1	0	0	0	1	0	1	0	0	0
t3_49	1	1	0	0	0	0	0	0	0	0
t3_50	1	1	1	0	0	0	0	1	0	0
t3_51	1	1	0	0	0	0	0	0	0	0
t3_52	1	1	0	0	0	0	0	0	0	0
t3_53	1	0	0	0	0	0	0	0	0	0
t3_54	1	1	0	1	0	0	0	0	0	0
t3_55	1	1	0	0	0	0	0	0	0	0
t3_56	1	1	1	0	0	0	0	1	0	0
t3_57	1	0	0	0	1	0	0	0	0	0
t3_58	1	0	0	0	0	0	0	0	0	0
t3_59	1	1	0	1	0	0	0	0	0	0
t3_60	1	0	0	0	0	0	0	0	0	0
t3_61	1	0	0	0	1	0	1	0	0	0
t3_62	1	1	1	0	0	0	0	0	0	0
t3_63	1	1	1	0	0	0	0	1	0	0
t3_64	1	1	0	1	0	0	0	0	0	0
t3_65	1	0	0	0	1	0	1	0	0	0
t3_66	1	1	0	1	0	1	0	0	0	0
t3_67	1	1	0	1	0	1	0	0	0	0
t3_68	1	0	0	0	1	0	0	0	0	0
t3_69	1	1	0	1	0	1	0	0	0	0
t3_70	1	1	0	1	0	1	0	0	0	0
t3_71	1	0	0	0	1	0	0	0	0	0
t3_72	1	1	0	1	0	0	0	0	0	0
t3_73	1	1	0	0	0	0	0	0	0	0
t3_74	1	0	0	0	1	0	1	0	0	0
t3_75	1	1	0	1	0	0	0	0	0	0
t3_76	1	1	0	1	0	1	0	0	0	0
t3_77	1	0	0	0	1	0	1	0	0	0
t3_78	1	0	0	0	1	0	1	0	0	0
t3_79	1	1	1	0	0	0	0	1	0	0
t3_80	1	1	1	0	0	0	0	0	1	0
t3_81	1	1	0	1	0	0	0	0	0	0
t3_82	1	1	1	0	0	0	0	0	1	0
t3_83	1	1	0	1	0	1	0	0	0	0
t3_84	1	1	0	1	0	1	0	0	0	0
t3_85	1	1	0	1	0	1	0	0	0	0
t3_86	1	1	0	0	0	0	0	0	0	0
t3_87	1	1	0	0	0	0	0	0	0	0
t3_88	1	0	0	0	1	0	1	0	0	0
t3_89	1	0	0	0	0	0	0	0	0	0
t3_90	1	0	0	0	1	0	0	0	0	0
t3_91	1	0	0	0	1	0	1	0	0	0
t3_92	1	1	1	0	0	0	0	1	0	0
t3_93	1	0	0	0	1	0	0	0	0	0
t3_94	1	1	0	1	0	0	0	0	0	0
t3_95	1	1	0	0	0	0	0	0	0	0
t3_96	1	0	0	0	1	0	1	0	0	0
t3_97	1	1	1	0	0	0	0	0	1	0
t3_98	1	1	0	1	0	1	0	0	0	0
t3_99	1	1	0	1	0	1	0	0	0	0
t3_100	1	0	0	0	1	0	0	0	0	0
t3_101	1	0	0	0	1	0	1	0	0	0
t3_102	1	1	1	0	0	0	0	0	0	0
t3_103	1	1	0	1	0	0	0	0	0	0
t3_104	1	1	0	0	0	0	0	0	0	0
t3_105	1	0	0	0	1	0	1	0	0	0
t3_106	1	1	0	1	0	0	0	0	0	0
t3_107	1	1	0	1	0	0	0	0	0	0
t3_108	1	1	1	0	0	0	0	1	0	0
t3_109	1	0	0	0	1	0	1	0	0	0
t3_110	1	0	0	0	1	0	1	0	0	0
t3_111	1	0	0	0	1	0	0	0	0	0
t3_112	1	1	1	0	0	0	0	0	1	0
t3_113	1	1	0	1	0	1	0	0	0	0
t3_114	1	0	0	0	1	0	1	0	0	0
t3_115	1	1	1	0	0	0	0	0	0	0
t3_116	1	0	0	0	1	0	1	0	0	0
t3_117	1	0	0	0	1	0	0	0	0	0
t3_118	1	1	0	0	0	0	0	0	0	0
t3_119	1	1	0	1	0	1	0	0	0	0
t3_120	1	0	0	0	1	0	0	0	0	0
t3_121	1	1	0	1	0	1	0	0	0	0
t3_122	1	0	0	0	1	0	1	0	0	0
t3_123	1	0	0	0	1	0	1	0	0	0
t3_124	1	0	0	0	0	0	0	0	0	0
t3_125	1	1	1	0	0	0	0	1	0	0
t3_126	1	1	0	1	0	1	0	0	0	0
t3_127	1	1	0	1	0	0	0	0	0	0
t3_128	1	0	0	0	0	0	0	0	0	0
t3_129	1	0	0	0	1	0	1	0	0	0
t3_130	1	1	0	1	0	1	0	0	0	0
t3_131	1	1	1	0	0	0	0	1	0	0
t3_132	1	1	0	1	0	0	0	0	0	0
t3_133	1	1	1	0	0	0	0	1	0	0
t3_134	1	1	0	1	0	1	0	0	0	0
t3_135	1	1	0	1	0	1	0	0	0	0
t3_136	1	1	0	0	0	0	0	0	0	0
t3_137	1	1	0	0	0	0	0	0	0	0
t3_138	1	1	0	1	0	1	0	0	0	0
t3_139	1	0	0	0	1	0	1	0	0	0
t3_140	1	1	0	0	0	0	0	0	0	0
t3_141	1	0	0	0	1	0	1	0	0	0
t3_142	1	1	1	0	0	0	0	1	0	0
t3_143	1	1	0	0	0	0	0	0	0	0
t3_144	1	0	0	0	1	0	1	0	0	0
t3_145	1	1	0	1	0	0	0	0	0	0
t3_146	1	1	1	0	0	0	0	0	0	0
t3_147	1	0	0	0	1	0	1	0	0	0
t3_148	1	1	1	0	0	0	0	1	0	0
t3_149	1	0	0	0	1	0	0	0	0	0
t3_150	1	1	1	0	0	0	0	0	0	0
t3_151	1	1	1	0	0	0	0	1	0	0
t3_152	1	0	0	0	1	0	1	0	0	0
t3_153	1	1	0	1	0	0	0	0	0	0
t3_154	1	1	0	1	0	1	0	0	0	0
t3_155	1	1	1	0	0	0	0	0	0	0
t3_156	1	1	0	0	0	0	0	0	0	0
t3_157	1	1	0	1	0	0	0	0	0	0
t3_158	1	1	0	1	0	1	0	0	0	0
t3_159	1	1	0	0	0	0	0	0	0	0
t3_160	1	1	0	1	0	1	0	0	0	0
t3_161	1	0	0	0	1	0	1	0	0	0
t3_162	1	1	0	1	0	1	0	0	0	0
t3_163	1	0	0	0	1	0	0	0	0	0
t3_164	1	1	0	1	0	1	0	0	0	0
t3_165	1	1	0	1	0	1	0	0	0	0
t3_166	1	1	0	1	0	1	0	0	0	0
t3_167	1	1	0	1	0	0	0	0	0	0
t3_168	1	1	0	1	0	0	0	0	0	0
t3_169	1	0	0	0	1	0	1	0	0	0
t3_170	1	0	0	0	1	0	1	0	0	0
t3_171	1	1	0	0	0	0	0	0	0	0
t3_172	1	1	0	1	0	0	0	0	0	0
t3_173	1	1	1	0	0	0	0	0	0	0
t3_174	1	1	0	1	0	0	0	0	0	0
t3_175	1	1	0	1	0	1	0	0	0	0
t3_176	1	1	1	0	0	0	0	1	0	0
t3_177	1	1	0	1	0	1	0	0	0	0
t3_178	1	1	1	0	0	0	0	0	1	0
t3_179	1	1	0	1	0	1	0	0	0	0
t3_180	1	1	1	0	0	0	0	0	1	0
t3_181	1	1	1	0	0	0	0	1	0	0
t3_182	1	1	0	1	0	1	0	0	0	0
t3_183	1	1	1	0	0	0	0	1	0	0
t3_184	1	0	0	0	1	0	1	0	0	0
t3_185	1	0	0	0	1	0	1	0	0	0
t3_186	1	1	0	0	0	0	0	0	0	0
t3_187	1	1	1	0	0	0	0	1	0	0
t3_188	1	1	0	0	0	0	0	0	0	0
t3_189	1	0	0	0	1	0	1	0	0	0
t3_190	1	1	1	0	0	0	0	0	0	0
t3_191	1	1	0	0	0	0	0	0	0	0
t3_192	1	0	0	0	1	0	0	0	0	0
t3_193	1	1	0	0	0	0	0	0	0	0
t3_194	1	1	0	1	0	0	0	0	0	0
t3_195	1	1	1	0	0	0	0	0	1	0
t3_196	1	1	1	0	0	0	0	0	0	0
t3_197	1	0	0	0	1	0	0	0	0	0
t3_198	1	1	1	0	0	0	0	1	0	0
t3_199	1	1	0	0	0	0	0	0	0	0
t3_200	1	0	0	0	1	0	1	0	0	0
t3_201	1	1	0	1	0	1	0	0	0	0
t3_202	1	1	1	0	0	0	0	1	0	0
t3_203	1	1	1	0	0	0	0	1	0	0
t3_204	1	1	0	1	0	1	0	0	0	0
t3_205	1	1	1	0	0	0	0	1	0	0
t3_206	1	0	0	0	1	0	1	0	0	0
t3_207	1	1	0	1	0	1	0	0	0	0
t3_208	1	0	0	0	1	0	1	0	0	0
t3_209	1	0	0	0	1	0	1	0	0	0
t3_210	1	0	0	0	1	0	1	0	0	0
t3_211	1	1	0	1	0	1	0	0	0	0
t3_212	1	1	0	0	0	0	0	0	0	0
t3_213	1	1	0	1	0	0	0	0	0	0
t3_214	1	0	0	0	1	0	1	0	0	0
t3_215	1	1	0	0	0	0	0	0	0	0
t3_216	1	1	0	1	0	0	0	0	0	0
t3_217	1	0	0	0	0	0	0	0	0	0
t3_218	1	1	1	0	0	0	0	0	0	0
t3_219	1	0	0	0	1	0	0	0	0	0
t3_220	1	0	0	0	1	0	1	0	0	0
t3_221	1	0	0	0	1	0	1	0	0	0
t3_222	1	1	0	0	0	0	0	0	0	0
t3_223	1	0	0	0	1	0	1	0	0	0
t3_224	1	1	1	0	0	0	0	1	0	0
t3_225	1	1	1	0	0	0	0	0	0	0
t3_226	1	1	1	0	0	0	0	0	0	0
t3_227	1	1	0	1	0	1	0	0	0	0
t3_228	1	0	0	0	1	0	1	0	0	0
t3_229	1	1	0	0	0	0	0	0	0	0
t3_230	1	1	1	0	0	0	0	0	0	0
t3_231	1	1	0	0	0	0	0	0	0	0
t3_232	1	1	1	0	0	0	0	0	0	0
t3_233	1	1	0	1	0	1	0	0	0	0
t3_234	1	0	0	0	0	0	0	0	0	0
t3_235	1	0	0	0	1	0	1	0	0	0
t3_236	1	1	0	1	0	0	0	0	0	0
t3_237	1	1	0	1	0	1	0	0	0	0
t3_238	1	1	0	1	0	1	0	0	0	0
t3_239	1	1	0	1	0	1	0	0	0	0
t3_240	1	0	0	0	1	0	0	0	0	0
t3_241	1	1	1	0	0	0	0	0	0	0
t3_242	1	1	0	1	0	0	0	0	0	0
t3_243	1	1	0	0	0	0	0	0	0	0
t3_244	1	0	0	0	1	0	1	0	0	0
t3_245	1	0	0	0	1	0	1	0	0	0
t3_246	1	1	0	1	0	1	0	0	0	0
t3_247	1	1	0	1	0	1	0	0	0	0
t3_248	1	1	0	1	0	1	0	0	0	0
t3_249	1	1	1	0	0	0	0	1	0	0
t3_250	1	1	0	0	0	0	0	0	0	0
t3_251	1	1	1	0	0	0	0	1	0	0
t3_252	1	0	0	0	0	0	0	0	0	0
t3_253	1	0	0	0	1	0	0	0	0	0
t3_254	1	1	0	1	0	0	0	0	0	0
t3_255	1	0	0	0	0	0	0	0	0	0
t3_256	1	1	0	1	0	0	0	0	0	0
t3_257	1	0	0	0	1	0	0	0	0	0
t3_258	1	1	0	1	0	0	0	0	0	0
t3_259	1	0	0	0	1	0	0	0	0	0
t3_260	1	0	0	0	1	0	0	0	0	0
t3_261	1	1	1	0	0	0	0	0	0	0
t3_262	1	0	0	0	1	0	0	0	0	0
t3_263	1	1	0	0	0	0	0	0	0	0
t3_264	1	0	0	0	1	0	0	0	0	0
t3_265	1	0	0	0	1	0	1	0	0	0
t3_266	1	0	0	0	0	0	0	0	0	0
t3_267	1	1	0	0	0	0	0	0	0	0
t3_268	1	1	0	0	0	0	0	0	0	0
t3_269	1	0	0	0	0	0	0	0	0	0
t3_270	1	0	0	0	1	0	1	0	0	0
t3_271	1	1	0	1	0	1	0	0	0	0
t3_272	1	0	0	0	1	0	0	0	0	0
t3_273	1	1	0	1	0	1	0	0	0	0
t3_274	1	1	0	1	0	1	0	0	0	0
t3_275	1	0	0	0	1	0	1	0	0	0
t3_276	1	0	0	0	1	0	0	0	0	0
t3_277	1	0	0	0	1	0	1	0	0	0
t3_278	1	1	1	0	0	0	0	0	0	0
t3_279	1	1	0	1	0	0	0	0	0	0
t3_280	1	1	1	0	0	0	0	0	1	0
t3_281	1	1	0	0	0	0	0	0	0	0
t3_282	1	0	0	0	0	0	0	0	0	0
t3_283	1	1	0	0	0	0	0	0	0	0
t3_284	1	1	1	0	0	0	0	0	0	0
t3_285	1	1	1	0	0	0	0	1	0	0
t3_286	1	1	0	1	0	1	0	0	0	0
t3_287	1	1	0	1	0	0	0	0	0	0
t3_288	1	0	0	0	1	0	0	0	0	0
t3_289	1	1	0	1	0	0	0	0	0	0
t3_290	1	1	0	1	0	1	0	0	0	0
t3_291	1	1	0	0	0	0	0	0	0	0
t3_292	1	0	0	0	0	0	0	0	0	0
t3_293	1	0	0	0	1	0	1	0	0	0
t3_294	1	1	0	0	0	0	0	0	0	0
t3_295	1	1	1	0	0	0	0	0	1	0
t3_296	1	1	1	0	0	0	0	0	0	0
t3_297	1	0	0	0	1	0	0	0	0	0
t3_298	1	1	1	0	0	0	0	1	0	0
t3_299	1	0	0	0	0	0	0	0	0	0
t3_300	1	0	0	0	1	0	1	0	0	0
